theme,file_name,chunk_index,chunk_id,chunk_text,chunk_length,has_numbers,has_percentages,has_years,has_sdg_keywords,relevance_score
Social Development  Health/Social Development – Health/unsorted Social Development Health,b30_report_albania_en.pdf,12,b30_report_albania_en.pdf_chunk12,"Good results are achieved in the protection against various forms of gender-based violence, but victims/survivors face problems in the effective implementation of legislation, specialized support services which need to expand and cover the entire territory of the country, information about their rights (especially when it comes to persons with disabilities in sight, hearing, etc. ), the impact of gender stereotypes and the blaming and prejudicial attitude that society holds in these matters, the increase in cases of femicide, as well as the problems in the operation and effectiveness of the Coordinated Referral Mechanisms of cases at the local level. Digital violence, harassment and sexual violence need to be addressed with all the appropriate means that ensure the necessary protection. The participation of women in decision-making and politics is a good example and the Albanian State can share the results and mechanisms with other countries. Currently, the government cabinet has 55% women in its composition, a woman Deputy Prime Minister and ten women ministers (out of 17 ministers in total), while the As",172,True,True,False,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,1,country_report_2024_ALB.pdf_chunk1,"BTI 2024 Country Report Albania This report is part of the Bertelsmann Stiftung’s Transformation Index (BTI) 2024. It covers the period from February 1, 2021 to January 31, 2023. The BTI assesses the transformation toward democracy and a market economy as well as the quality of governance in 137 countries. More on the BTI at https://www.bti-project.org. Please cite as follows: Bertelsmann Stiftung, BTI 2024 Country Report - Albania. Gütersloh: Bertelsmann Stiftung, 2024. This work is licensed under a Creative Commons Attribution 4.0 International License. Contact Bertelsmann Stiftung Carl-Bertelsmann-Strasse 256 33111 Gütersloh Germany Sabine Donner Phone +49 5241 81 81501 sabine.donner@bertelsmann-stiftung.de Hauke Hartmann Phone +49 5241 81 81389 hauke.hartmann@bertelsmann-stiftung.de Sabine Steinkamp Phone +49 5241 81 81507 sabine.steinkamp@bertelsmann-stiftung.de BTI 2024 | Albania 3 Key Indicators Population M 2.8 HDI 0.796 GDP p.c., PPP $ 18552 Pop. growth1 % p.a. -1.3 HDI rank of 189 67 Gini Index 29.4 Life expectancy years 76.5 UN Education Index 0.778 Poverty3 % 1.5 Urban population % 63.8 Gender inequality2 0.144 Aid per capita $ 224.9 Sources (as of December 2023): The World Bank, World Development Indicators | UNDP, Human Development Report 2021-22. Footnotes: (1) Average annual growth rate. (2) Gender Inequality Index (GII). (3) Percentage of population living on less than $3.65 a day at 2017 international prices. Executive Summary The period under review is marked by a major event for Albania - the first intergovernmental conference for EU accession negotiations took place in July 2022.",240,True,False,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,2,country_report_2024_ALB.pdf_chunk2,"(3) Percentage of population living on less than $3.65 a day at 2017 international prices. Executive Summary The period under review is marked by a major event for Albania - the first intergovernmental conference for EU accession negotiations took place in July 2022. The start of accession negotiations during a period of accession fatigue and increasing conditionality is not only an achievement in itself but also a reflection of the country’s pursuit of painful reforms in the crucial areas of democratization, economy and governance. Reform progress has been particularly notable in the area of the rule of law, which has traditionally been an area resistant to change, and has become a focus of EU conditionality. The election of a president in 2022 from the ranks of professional civil servants, without links to politics, promises to finally bring to office a person who can stand above the parties, improve the system of checks and balances, and reduce interinstitutional fights and polarization. A major judiciary reform started in 2016 has also continued, with the extension of the vetting process and the completion of new structures, such as those focused on high-level corruption. However, institutional frictions, political polarization, counter-productive political fights, the widespread patronage system and scarce resources in general are still holding back some of the ongoing reforms. The economic situation offers a similar picture of cautious progress. The country has pursued reforms and improved important indices of monetary and fiscal stability, the welfare system and sustainable development.",246,True,False,True,True,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,3,country_report_2024_ALB.pdf_chunk3,"The economic situation offers a similar picture of cautious progress. The country has pursued reforms and improved important indices of monetary and fiscal stability, the welfare system and sustainable development. The price hikes, which reached a historic high in July 2022, have prompted the government to allocate about 2% of GDP to support pensioners, vulnerable households, farmers and transport companies. The central bank has also embarked on a gradual policy of normalization, raising the policy rate. Importantly, the Albanian economy has shown resilience, rebounding more than expected following a major earthquake and the COVID-19 pandemic. Real GDP growth climbed to 8.1% in 2021 and 6% in 2022; as a result of the higher GDP denominator, the public debt declined from a peak of 74.5% of GDP in 2020 to 73.1% in 2021. The current account deficit also decreased to 7.7% of GDP in 2021 and to 7% in 2022, BTI 2024 | Albania 4 reaching levels similar to the pre-pandemic average of 7.7%. Still, economic recovery is threatened by the long-term effects of the pandemic, commodity price increases and imported inflation. Convergence to EU income levels has also been slow, with per capita GDP remaining at 32% of the EU average in 2021 and 2022. Regarding governing performance, the government focused its priorities on the strategic goal of advancing accession negotiations via greater European integration. The actual opening of accession negotiations has given impetus to the government’s efforts to strengthen steering capability, resource efficiency and international cooperation.",247,True,True,True,True,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,4,country_report_2024_ALB.pdf_chunk4,"Regarding governing performance, the government focused its priorities on the strategic goal of advancing accession negotiations via greater European integration. The actual opening of accession negotiations has given impetus to the government’s efforts to strengthen steering capability, resource efficiency and international cooperation. However, many of the country’s achievements are still a work in progress, and the overall effort remains a work in progress. A major challenge that cuts across almost all areas of reform is the strong role of the international community in the process and the lack of full local ownership. For example, the ongoing judiciary reform has been almost entirely drafted, negotiated, funded and supervised by international actors. As of now, it is still not clear whether the country will manage to sustain the current reform after the unavoidable withdrawal of its international sponsors. History and Characteristics of Transformation The legacies of the communist regime and the chaotic regime change in the early 1990s are often cited as the most important determinants of Albania’s difficulties in consolidating democracy, a market economy and good governance. The communist regime that ruled the country for over 40 years (1944 - 1991) was one of the most unorthodox dictatorships in the communist world. Utilizing Stalinist tactics of repression, the regime eradicated all forms of opposition, preventing the development of organized movements and the emergence of experienced leaders capable of leading a transition to democracy.",232,True,False,True,True,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,5,country_report_2024_ALB.pdf_chunk5,"The communist regime that ruled the country for over 40 years (1944 - 1991) was one of the most unorthodox dictatorships in the communist world. Utilizing Stalinist tactics of repression, the regime eradicated all forms of opposition, preventing the development of organized movements and the emergence of experienced leaders capable of leading a transition to democracy. The regime’s fall in the early 1990s came amidst tumultuous and occasionally violent protests, leaving behind a population profoundly skeptical of governmental institutions, as well as a crumbling economy, divisive politics and a dearth of individuals dedicated to democracy. Albania’s challenging transition was predictably characterized by a significant institutional crisis and the disintegration of the state. In January 1997, Albanian citizens took to the streets to protest against the “anti-communist” government, which had deteriorated into a one-man rule relying on the country’s security forces and a personally controlled patronage system to solidify a system reminiscent of the previous one-party rule. The economic transition was mishandled, exemplified by pyramid schemes, corrupt privatization and illicit trade with the former Yugoslav states (under embargo at the time), which undermined the impact of initial economic reforms. The Ponzi schemes that flourished from 1995 to 1996 came to be emblematic of the country’s early post- communist economic development. With their collapse in 1997, the fragile Albanian state also crumbled.",220,True,False,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,6,country_report_2024_ALB.pdf_chunk6,"The Ponzi schemes that flourished from 1995 to 1996 came to be emblematic of the country’s early post- communist economic development. With their collapse in 1997, the fragile Albanian state also crumbled. BTI 2024 | Albania 5 Albania thus had to start once again amid an acrimonious political atmosphere, a polarized society and the absence of state authority, this time without even minimal social and security services. International intervention was necessary to bring about any sense of normalcy and to jump-start institution-building. However, alliances between key political structures, powerful businesses and organized crime flourished during this chaotic and unruly period, fostering state capture and the strength of a patronage system that has played a major role in the country’s transition. Consecutive governments continued to exploit power and use the state as a piece of property to distribute among family members and political cronies as a means of consolidating their hold on power. Not surprisingly, for more than two decades, the country saw a boom in illegal activities - electricity theft, occupation of public spaces, illegal construction, widespread corruption, abuse of the taxation system and a “solve it yourself” type of behavior - tolerated by party bosses. The vetting system within the judiciary has revealed the extent of such illicit activity even within the institutions intended to uphold the rule of law.",221,True,False,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,7,country_report_2024_ALB.pdf_chunk7,"Not surprisingly, for more than two decades, the country saw a boom in illegal activities - electricity theft, occupation of public spaces, illegal construction, widespread corruption, abuse of the taxation system and a “solve it yourself” type of behavior - tolerated by party bosses. The vetting system within the judiciary has revealed the extent of such illicit activity even within the institutions intended to uphold the rule of law. The Socialist Party majority (2013 to present) came to power with the promise that it would overthrow the deeply rooted system of corruption and strengthen the state’s authority and its core institutions against dominant private interests and patronage networks. It has faced a range of political and institutional actors who are heavily invested in the system of weak institutions, strong party patronage networks and widespread corruption. BTI 2024 | Albania 6 The BTI combines text analysis and numerical assessments. The score for each question is provided below its respective title. The scale ranges from 1 (worst) to 10 (best). Transformation Status I. Political Transformation 1 | Stateness Question Score The Albanian state has a monopoly on the use of force within its territory. The period under review has seen the consolidation of the state’s fight against informal groups that defy its authority, especially powerful mafia and criminal networks. Following a series of high-level institutional initiatives targeting money -laundering and criminal assets, the government has taken steps to consolidate its efforts against organized criminal groups, including those with international connections.",248,True,False,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,8,country_report_2024_ALB.pdf_chunk8,"The period under review has seen the consolidation of the state’s fight against informal groups that defy its authority, especially powerful mafia and criminal networks. Following a series of high-level institutional initiatives targeting money -laundering and criminal assets, the government has taken steps to consolidate its efforts against organized criminal groups, including those with international connections. The annual reports from the European Union have commended Albania for its information sharing, collaborative international police operations, and dedication to combating drug production and trafficking. The ongoing judicial reform, which involves the establishment of specialized units to combat organized crime, has bolstered the fight against criminal groups. However, these new units must still increase the number of prosecutions and final convictions, presenting a significant challenge for the future. Monopoly on the use of force 10 A majority of the Albanian population accepts and supports the legitimacy of the nation-state while enjoying access to citizenship without discrimination based on race, ethnicity, religion, gender or any political reasons. The general consensus on who is entitled to citizenship and what that entails is facilitated by the homogeneity of the population, with 98% self-identifying as ethnic Albanian according to the last census. Ethnic minorities enjoy equal citizenship and cultural rights, including the right to study and be taught in their mother tongue. Overall, the country has ratified and complies with most international conventions on fundamental rights. Additionally, neighboring countries and various international organizations closely monitor the status of minority rights.",243,True,True,False,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,9,country_report_2024_ALB.pdf_chunk9,"Overall, the country has ratified and complies with most international conventions on fundamental rights. Additionally, neighboring countries and various international organizations closely monitor the status of minority rights. During the period under review, the country enhanced the 2017 framework law on the protection of national minorities, implementing new legislation on minority education in 2021 and providing funding for civil society projects that support minority rights in 2022. In 2021, the country passed a National Action Plan for LGBT+ issues for the years from 2021 - to 2027, which incorporates anti- discrimination measures, enhanced access to services, a law on gender recognition, and a national action plan for Roma and Egyptians. State identity 9 BTI 2024 | Albania 7 De facto marginalization and discrimination among specific minority groups, particularly the LGBT+ community and Roma communities in Egypt, reflect the lack of sufficient social services and resources, and, to some extent, a cultural - rather than a legal or institutional - problem. The post-communist Albanian state has gradually consolidated an institutional framework regulating state-church relations that insists on separation between and independence of the two, but also entails collaboration on some matters. The model ensures equality among four traditional communities - Sunni, Bektashi, Christian Catholic and Christian Orthodox - which enjoy autonomy in running their administrative and spiritual affairs within a constitutionally defined framework of rights and restrictions. The institutional settlement excludes any influence of religious dogmas on the legal order and political institutions of the state.",245,True,False,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,10,country_report_2024_ALB.pdf_chunk10,"The model ensures equality among four traditional communities - Sunni, Bektashi, Christian Catholic and Christian Orthodox - which enjoy autonomy in running their administrative and spiritual affairs within a constitutionally defined framework of rights and restrictions. The institutional settlement excludes any influence of religious dogmas on the legal order and political institutions of the state. A significant number of Albanians, including opinion makers, politicians and citizens, demonstrate support for the Albanian secular system and the exclusion of religion from the public sphere. Centralized organizations representing each of the four communities also tend to back the institutional separation and independence between the state and religious communities. Attempts by different transnational movements to introduce alternative models and ideals, including radicalized ideologies, have encountered resistance among post-communist Albanians. Radical ideas, if present, are typically limited to marginal groups that operate in more globalized online spaces. No interference of religious dogmas 10 The administrative structure provides basic services throughout the country, although its operation is at times inefficient, hampered by the lack of resources and vulnerable to corruption. During the period under review, the governing authorities have continued efforts to deepen reforms, particularly in the areas of health care, education, regulation of property rights and the enforcement of the rule of law. Public health and education employees have received a wage increase. A central electronic registry has been upgraded to identify insured individuals, and health cards have been provided to ensure access to health care services.",242,True,False,False,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,country_report_2024_ALB.pdf,11,country_report_2024_ALB.pdf_chunk11,"Public health and education employees have received a wage increase. A central electronic registry has been upgraded to identify insured individuals, and health cards have been provided to ensure access to health care services. In the field of education, numerous schools that were destroyed in the 2019 earthquake had been rebuilt by 2021. Additionally, a new competence-based curriculum has been implemented throughout the pre-university education level as of 2021. Access to sanitation has steadily improved, with 99.3% of the population now having access to basic levels. Similarly, 95.1% have access to water, and 100% have access to electricity. Still, inadequate investment, the absence of meritocracy and a general lack of a civil service ethos continue to undermine the effectiveness of the state administration. The COVID-19 pandemic has stretched the resources and personnel that are available. It has also highlighted the need to expand digitalization and IT services in order to enhance the functionality and accessibility of the administrative structure. Basic administration 8 BTI 2024 | Albania 8 2 | Political Participation Albanian political representatives are elected through periodically held competitive elections that feature different parties and programs. Universal suffrage with a secret ballot is ensured, and media access is provided for all parties. Registration procedures are transparent and fair. Electoral rules and relevant legislation in general conform to democratic standards. They are developed and continuously updated in line with recommendations from t",232,True,True,True,False,0.0
Social Development  Health/Social Development – Health/unsorted Social Development Health,metadata.csv,1,metadata.csv_chunk1,title year filepath b30_report_albania_en.pdf 2024 docs/Social_Development___Health/b30_report_albania_en.pdf mipaa20-report-albania.pdf 2025 docs/Social_Development___Health/mipaa20-report-albania.pdf BTI 2024 2024 docs/Social_Development___Health/country_report_2024_ALB.pdf,13,True,False,True,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,1,Climate change and health of children in Albania..pdf_chunk1,"CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA Rapid assessment on climate risks and possible impact on children. Exploring links with water, sanitation and hygiene and rational use of water March 2024 CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA This report presents the findings of the Rapid Assessment on Climate Change and Children Health in Albania which was conducted by the Institute of Public Health. United Nations Children’s Fund (UNICEF) provided technical and financial support for the realization of this assessment. The materials and information in this Report comprise solely the authors’ views and do not necessarily represent the perspective of the Institute of Public Health and UNICEF.",107,True,False,True,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,2,Climate change and health of children in Albania..pdf_chunk2,"United Nations Children’s Fund (UNICEF) provided technical and financial support for the realization of this assessment. The materials and information in this Report comprise solely the authors’ views and do not necessarily represent the perspective of the Institute of Public Health and UNICEF. CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA Table of Contents INTRODUCTION: CLIMATE CHANGE AND HEALTH ... 3 RATIONALE FOR THE ASSESSMENT ... 3 OBJECTIVES OF THE ASSESSMENT ... 3 METHODS AND DATA ... 4 CLIMATE CHANGE HAZARDS FOR CHILD HEALTH AND DEVELOPMENT: A REVIEW OF BEST EVIDENCE AND SCIENTIFIC CONSENSUS ... 6 CLIMATE RELATED ENVIRONMENTAL HAZARDS IN ALBANIA THAT WILL AFFECT HEALTH OF CHILDREN ... 9 AIR POLLUTION AND ALLERGENS ... 15 MENTAL HEALTH ... 16 PHYSICAL INACTIVITY AND OBESITY... 16 WATER, SANITATION AND HYGIENE IN ALBANIA IN THE CONTEXT OF CLIMATE CHANGE ... 17 WATER RESOURCES IN ALBANIA... 17 WASH IN ALBANIA ... 18 FOOD SECURITY AND NUTRITION OF CHILDREN ... 22 OTHER CHILDREN’ VULNERABILITIES WHICH MAY BE AGGRAVATED BY CLIMATE CHANGE CRISIS ... 23 CHILDREN WITH DISABILITIES AND CHILDREN WITHOUT PARENTAL CARE ... 23 CHILDREN’S CLIMATE RISK INDEX ... 24 SUMMARY OF CHILD HEALTH VULNERABILITY IN ALBANIA IN FACE OF CLIMATE CHANGE CRISIS ... 25 RECOMMENDATIONS ... 29 ANNEX: DETAILED DATA AND ANALYSES FOR SELECTED CONDITIONS ... 31 CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA INTRODUCTION: CLIMATE CHANGE AND HEALTH For many scientists, climate change constitutes the gravest threat to health and wellbeing in the 21st Century.",242,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,3,Climate change and health of children in Albania..pdf_chunk3,"The materials and information in this Report comprise solely the authors’ views and do not necessarily represent the perspective of the Institute of Public Health and UNICEF. CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA Table of Contents INTRODUCTION: CLIMATE CHANGE AND HEALTH ... 3 RATIONALE FOR THE ASSESSMENT ... 3 OBJECTIVES OF THE ASSESSMENT ... 3 METHODS AND DATA ... 4 CLIMATE CHANGE HAZARDS FOR CHILD HEALTH AND DEVELOPMENT: A REVIEW OF BEST EVIDENCE AND SCIENTIFIC CONSENSUS ... 6 CLIMATE RELATED ENVIRONMENTAL HAZARDS IN ALBANIA THAT WILL AFFECT HEALTH OF CHILDREN ... 9 AIR POLLUTION AND ALLERGENS ... 15 MENTAL HEALTH ... 16 PHYSICAL INACTIVITY AND OBESITY... 16 WATER, SANITATION AND HYGIENE IN ALBANIA IN THE CONTEXT OF CLIMATE CHANGE ... 17 WATER RESOURCES IN ALBANIA... 17 WASH IN ALBANIA ... 18 FOOD SECURITY AND NUTRITION OF CHILDREN ... 22 OTHER CHILDREN’ VULNERABILITIES WHICH MAY BE AGGRAVATED BY CLIMATE CHANGE CRISIS ... 23 CHILDREN WITH DISABILITIES AND CHILDREN WITHOUT PARENTAL CARE ... 23 CHILDREN’S CLIMATE RISK INDEX ... 24 SUMMARY OF CHILD HEALTH VULNERABILITY IN ALBANIA IN FACE OF CLIMATE CHANGE CRISIS ... 25 RECOMMENDATIONS ... 29 ANNEX: DETAILED DATA AND ANALYSES FOR SELECTED CONDITIONS ... 31 CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA INTRODUCTION: CLIMATE CHANGE AND HEALTH For many scientists, climate change constitutes the gravest threat to health and wellbeing in the 21st Century. Global warming is creating conditions for other extreme meteorological and environmental events such as heat waves, droughts , flooding, wildfires, high humidity, air pollution etc.",251,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,4,Climate change and health of children in Albania..pdf_chunk4,"CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA Table of Contents INTRODUCTION: CLIMATE CHANGE AND HEALTH ... 3 RATIONALE FOR THE ASSESSMENT ... 3 OBJECTIVES OF THE ASSESSMENT ... 3 METHODS AND DATA ... 4 CLIMATE CHANGE HAZARDS FOR CHILD HEALTH AND DEVELOPMENT: A REVIEW OF BEST EVIDENCE AND SCIENTIFIC CONSENSUS ... 6 CLIMATE RELATED ENVIRONMENTAL HAZARDS IN ALBANIA THAT WILL AFFECT HEALTH OF CHILDREN ... 9 AIR POLLUTION AND ALLERGENS ... 15 MENTAL HEALTH ... 16 PHYSICAL INACTIVITY AND OBESITY... 16 WATER, SANITATION AND HYGIENE IN ALBANIA IN THE CONTEXT OF CLIMATE CHANGE ... 17 WATER RESOURCES IN ALBANIA... 17 WASH IN ALBANIA ... 18 FOOD SECURITY AND NUTRITION OF CHILDREN ... 22 OTHER CHILDREN’ VULNERABILITIES WHICH MAY BE AGGRAVATED BY CLIMATE CHANGE CRISIS ... 23 CHILDREN WITH DISABILITIES AND CHILDREN WITHOUT PARENTAL CARE ... 23 CHILDREN’S CLIMATE RISK INDEX ... 24 SUMMARY OF CHILD HEALTH VULNERABILITY IN ALBANIA IN FACE OF CLIMATE CHANGE CRISIS ... 25 RECOMMENDATIONS ... 29 ANNEX: DETAILED DATA AND ANALYSES FOR SELECTED CONDITIONS ... 31 CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA INTRODUCTION: CLIMATE CHANGE AND HEALTH For many scientists, climate change constitutes the gravest threat to health and wellbeing in the 21st Century. Global warming is creating conditions for other extreme meteorological and environmental events such as heat waves, droughts , flooding, wildfires, high humidity, air pollution etc. Human health is affected by climate through a number of different health-hazardous exposures.",237,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,5,Climate change and health of children in Albania..pdf_chunk5,"Global warming is creating conditions for other extreme meteorological and environmental events such as heat waves, droughts , flooding, wildfires, high humidity, air pollution etc. Human health is affected by climate through a number of different health-hazardous exposures. While many health risks are influenced by climate, it is expected that projected climate change will also affect health. Rising air and water temperatures and more intense extreme events are expected to affect human biological capacity for adaptation. They will affect, as well, food and water safety, increasing exposure to vector, food, and waterborne infectious diseases. Transmissible or not transmissible heat related diseases and deaths may also increase. Changes in temperature and precipitation increase the risk of air pollution. Additionally, exposure to heat waves, floods, landslides, droughts, wildfires, and other extreme events related to climate change may affect general well-being and create stresses for mental health. Climate doesn’t threaten health only by direct exposure. It also depends largely on a complex set of vulnerability factors. The IPCC defines vulnerability as predisposition to be affected by climate-related health conditions. It includes three elements: 1) exposure to external stressors (physical, biological, psychosocial etc), 2) sensitivity to be affected by climate variability, and 3) capacity of people, communities or systems to adjust or respond to consequences, their resilience to get prepared and recover from adverse events.",221,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,6,Climate change and health of children in Albania..pdf_chunk6,"The IPCC defines vulnerability as predisposition to be affected by climate-related health conditions. It includes three elements: 1) exposure to external stressors (physical, biological, psychosocial etc), 2) sensitivity to be affected by climate variability, and 3) capacity of people, communities or systems to adjust or respond to consequences, their resilience to get prepared and recover from adverse events. In this context, children are particularly vulnerable to extreme weather events, as they have a reduced capacity to regulate their body temperature and also, are not able to protect themselves. RATIONALE FOR THE ASSESSMENT The health and well-being of children will continue to be affected in many ways by a changing climate. Children are uniquely vulnerable to climate change in part because of the natural physiology of developing and growing bodies, with short term and lifelong consequences. Additionally, children’ exposure to risks during a longer period of life adds to their vulnerability compared to adults; the children born today will suffer all their life from the cumulative impact of climate change. There are no analyses in Albania which could provide a comprehensive understanding of how climate change may affect child health and well-being in the country. Objectives of the assessment CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA • Identifying a number of health outcomes in children as well as the environmental hazards affected directly or indirectly by climate change.",227,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,7,Climate change and health of children in Albania..pdf_chunk7,"There are no analyses in Albania which could provide a comprehensive understanding of how climate change may affect child health and well-being in the country. Objectives of the assessment CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA • Identifying a number of health outcomes in children as well as the environmental hazards affected directly or indirectly by climate change. Portraying the epidemiological changing profiles and providing a time- space person distribution for selected diseases to understand and project the child health vulnerability in the future in Albania. • Extrapolating the best evidence from international literature to calculate the size of the climate change risk into health and development of children in Albania. • Measuring potential existing associations between selected mortality or morbidity indicators in Albania and climate indicators such as changing temperatures. A special focus is dedicated to water sanitation and hygiene related health outcomes in face of climate change in Albania. • Assess climate hazards and risks: Evaluate the climate hazards and risks, such as increased temperatures, heatwaves, extreme weather events (e.g., floods, droughts), vector-borne diseases, and air quality degradation, facing child health and development in Albania. Methods and data The potential climate change-related health impacts and other health concerns in Albania is identified in this report in accordance with the Intergovernmental Panel on Climate Change (IPCC), World Health Organization (WHO) and other credible sources.",225,False,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,8,Climate change and health of children in Albania..pdf_chunk8,"• Assess climate hazards and risks: Evaluate the climate hazards and risks, such as increased temperatures, heatwaves, extreme weather events (e.g., floods, droughts), vector-borne diseases, and air quality degradation, facing child health and development in Albania. Methods and data The potential climate change-related health impacts and other health concerns in Albania is identified in this report in accordance with the Intergovernmental Panel on Climate Change (IPCC), World Health Organization (WHO) and other credible sources. More specific direct and indirect effects of climate change in children’s health and development are identified in systematic literature reviews, UNICEF publications, other countries national reports and other consensus documents. The systematic desk review has included existing country reports and unpublished data from public organizations. The health conditions related to climate change are explored based on the best available evidence in the country, including routine mortality and morbidity databases, risk factors, surveillance and monitoring systems including the existing early warning systems. Climate-related environmental hazards associated with children’s health and well-being in Albania are assessed by reviewing existing monitoring country reports or publicly available databases. The quantitative analyses provide current estimates and future trends (where applicable) in acute and chronic health conditions that interact with the health risks associated with climate change. Seasonal distribution of health indicators for selected infectious diseases are projected in longer term trends. The ecological approach (plotting health data with climate/weather markers) is applied to identify any direct evidence of climate sensitivity, measuring observed health effects of temporal or geographical climate variation.",249,False,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,9,Climate change and health of children in Albania..pdf_chunk9,"Seasonal distribution of health indicators for selected infectious diseases are projected in longer term trends. The ecological approach (plotting health data with climate/weather markers) is applied to identify any direct evidence of climate sensitivity, measuring observed health effects of temporal or geographical climate variation. Data collection and analysis is divided in three short phases: CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA 1. Review of literature and development of matrixes for health risks in Albania. • Review of climate environmental hazards in Albania. 2. Collection and analyses of Health impact indicators. • Selected infectious diseases including childhood diarrhea • Asthma and other relevant respiratory conditions • Mental health indicators • Child nutrition • Child mortality 3. Statistical analyses of associations of selected health indicators with fluctuating climate hazards such as temperatures. • Projections and quantification (when possible) of the risks in the context of future climate change. • Historical weather measurements for Albania (as retrieved from timeanddate.com repository). CLIMATE CHANGE AND CHILDREN HEALTH IN ALBANIA CLIMATE CHANGE HAZARDS FOR CHILD HEALTH AND DEVELOPMENT: A REVIEW OF BEST EVIDENCE AND SCIENTIFIC CONSENSUS Heat and cold-related morbidity and mortality rates are highest in newborn babies, infants and young children. Infants exposed to heat are particularly at risk, due to the immaturity of their thermal regulation mechanisms. They can easily become dangerously hot or cold. These risks are increased in children who suffer from a chronic illness or who live in unsanitary or contaminated environments.",241,True,False,False,False,0.0
Environment and Climate/Environment and Climate,Climate change and health of children in Albania..pdf,10,Climate change and health of children in Albania..pdf_chunk10,"They can easily become dangerously hot or cold. These risks are increased in children who suffer from a chronic illness or who live in unsanitary or contaminated environments. Older babies and toddlers can thermoregulate better, but they are often unable to communicate their temperature discomfort. They rely on caregivers to help them adjust clothing and change their environment (Auger et al). The WHO has presented substantial evidence about the disproportionate vulnerability of children in response to climate change. The diseases likely to be potentiated by climate change are already the primary causes of child morbidity and mortality, including vector-borne diseases, water-borne diseases and air-borne diseases. Research shows that the annual death rate of children under five years old could double in low- income countries by 2050 compared with the decade 2005-2015, in a scenario without effective mitigation of rising carbon emissions (Chapman et al). The increase may undermine gains made in other areas of child health and slow the global development progress towards the UN’s Sustainable Development Goals, which seek to end preventable deaths of children under- five and reduce under-five mortality. Natural disasters and extreme weather events can cause injuries and deaths. Their indirect effects include people being displaced from their homes, living in overcrowded shelters, socio- emotional effects or longer-term mental health effects attributable to stress, loss of loved ones, possessions, family livelihood and daily habits. Shortages or contamination of food and water can also compromise health.",239,True,False,True,True,0.0
